0.8047
0.4733
0.3964
0.3347
0.3048
0.3285
0.3092
0.3136
0.3388
0.4512
0.4066
0.3603
0.3603
0.3715
0.3243
0.3964
0.3678
0.3912
0.2338
0.3894
0.2534
0.2887
0.291
0.2887
0.2665
0.2815
0.2665
0.2665
0.3285
